id,companyId,titulo,descricao,categoria,prioridade,isActive,createdAt,updatedAt,deletedAt,deletedBy,deletedByUserId
1,60002,Insubordinação com seu superior,"É terminantemente proibido qualquer ato de insubordinação, desrespeito ou desobediência às ordens legítimas de superiores hierárquicos. O colaborador deve manter postura profissional e respeitosa em todas as interações com a liderança.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
2,60002,Atos de assédio sexual e/ou moral,"São proibidos quaisquer atos de assédio sexual ou moral no ambiente de trabalho, incluindo comentários, gestos, toques indesejados, intimidação, humilhação ou qualquer conduta que constranja outro colaborador.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
3,60002,"Atos de intolerância racial, sexual e religioso","É proibida qualquer manifestação de intolerância, discriminação ou preconceito de natureza racial, sexual, religiosa, de gênero, orientação sexual, origem, idade, deficiência ou qualquer outra condição.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
4,60002,Agressões físicas ou verbais,"São proibidas quaisquer formas de agressão física ou verbal contra colegas de trabalho, superiores, subordinados, clientes, fornecedores ou qualquer pessoa no ambiente de trabalho ou em suas proximidades.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
5,60002,Motins ou tumultos nos arredores ou dentro do local de trabalho,"É proibida a participação, incitação ou organização de motins, tumultos, manifestações violentas ou qualquer forma de perturbação da ordem dentro do local de trabalho ou em suas imediações.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
6,60002,Consumo de bebidas alcoólicas e/ou drogas no horário de trabalho,"É terminantemente proibido o consumo, porte ou comercialização de bebidas alcoólicas, substâncias entorpecentes ou drogas ilícitas durante o horário de trabalho, nos intervalos ou nas dependências da empresa.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
7,60002,Furtos ou roubos,"É proibida a prática de furto, roubo, apropriação indébita ou desvio de qualquer bem, material, ferramenta, equipamento ou recurso pertencente à empresa, a colegas de trabalho ou a terceiros.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
8,60002,Divulgar informações confidenciais ou sensíveis da empresa,"É proibida a divulgação, compartilhamento ou vazamento de informações confidenciais, sigilosas, estratégicas ou sensíveis da empresa a terceiros, concorrentes ou qualquer pessoa não autorizada.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 12:09:27,,,
9,60002,Utilizar equipamentos ou acessar áreas sem a devida autorização,"É proibido utilizar máquinas, equipamentos, veículos, ferramentas ou acessar áreas restritas sem a devida autorização e treinamento específico. O acesso não autorizado coloca em risco a segurança do colaborador e de terceiros.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
10,60002,Não fazer o uso dos EPIs,É obrigatório o uso correto e permanente de todos os Equipamentos de Proteção Individual (EPIs) fornecidos pela empresa durante toda a jornada de trabalho. A recusa ou negligência no uso dos EPIs constitui falta grave conforme NR-6.,seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
11,60004,Insubordinação com seu superior,"É terminantemente proibido qualquer ato de insubordinação, desrespeito ou desobediência às ordens legítimas de superiores hierárquicos. O colaborador deve manter postura profissional e respeitosa em todas as interações com a liderança.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
12,60004,Atos de assédio sexual e/ou moral,"São proibidos quaisquer atos de assédio sexual ou moral no ambiente de trabalho, incluindo comentários, gestos, toques indesejados, intimidação, humilhação ou qualquer conduta que constranja outro colaborador.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
13,60004,"Atos de intolerância racial, sexual e religioso","É proibida qualquer manifestação de intolerância, discriminação ou preconceito de natureza racial, sexual, religiosa, de gênero, orientação sexual, origem, idade, deficiência ou qualquer outra condição.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
14,60004,Agressões físicas ou verbais,"São proibidas quaisquer formas de agressão física ou verbal contra colegas de trabalho, superiores, subordinados, clientes, fornecedores ou qualquer pessoa no ambiente de trabalho ou em suas proximidades.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
15,60004,Motins ou tumultos nos arredores ou dentro do local de trabalho,"É proibida a participação, incitação ou organização de motins, tumultos, manifestações violentas ou qualquer forma de perturbação da ordem dentro do local de trabalho ou em suas imediações.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
16,60004,Consumo de bebidas alcoólicas e/ou drogas no horário de trabalho,"É terminantemente proibido o consumo, porte ou comercialização de bebidas alcoólicas, substâncias entorpecentes ou drogas ilícitas durante o horário de trabalho, nos intervalos ou nas dependências da empresa.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
17,60004,Furtos ou roubos,"É proibida a prática de furto, roubo, apropriação indébita ou desvio de qualquer bem, material, ferramenta, equipamento ou recurso pertencente à empresa, a colegas de trabalho ou a terceiros.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
18,60004,Divulgar informações confidenciais ou sensíveis da empresa,"É proibida a divulgação, compartilhamento ou vazamento de informações confidenciais, sigilosas, estratégicas ou sensíveis da empresa a terceiros, concorrentes ou qualquer pessoa não autorizada.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
19,60004,Utilizar equipamentos ou acessar áreas sem a devida autorização,"É proibido utilizar máquinas, equipamentos, veículos, ferramentas ou acessar áreas restritas sem a devida autorização e treinamento específico. O acesso não autorizado coloca em risco a segurança do colaborador e de terceiros.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
20,60004,Não fazer o uso dos EPIs,É obrigatório o uso correto e permanente de todos os Equipamentos de Proteção Individual (EPIs) fornecidos pela empresa durante toda a jornada de trabalho. A recusa ou negligência no uso dos EPIs constitui falta grave conforme NR-6.,seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
21,60005,Insubordinação com seu superior,"É terminantemente proibido qualquer ato de insubordinação, desrespeito ou desobediência às ordens legítimas de superiores hierárquicos. O colaborador deve manter postura profissional e respeitosa em todas as interações com a liderança.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
22,60005,Atos de assédio sexual e/ou moral,"São proibidos quaisquer atos de assédio sexual ou moral no ambiente de trabalho, incluindo comentários, gestos, toques indesejados, intimidação, humilhação ou qualquer conduta que constranja outro colaborador.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
23,60005,"Atos de intolerância racial, sexual e religioso","É proibida qualquer manifestação de intolerância, discriminação ou preconceito de natureza racial, sexual, religiosa, de gênero, orientação sexual, origem, idade, deficiência ou qualquer outra condição.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
24,60005,Agressões físicas ou verbais,"São proibidas quaisquer formas de agressão física ou verbal contra colegas de trabalho, superiores, subordinados, clientes, fornecedores ou qualquer pessoa no ambiente de trabalho ou em suas proximidades.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
25,60005,Motins ou tumultos nos arredores ou dentro do local de trabalho,"É proibida a participação, incitação ou organização de motins, tumultos, manifestações violentas ou qualquer forma de perturbação da ordem dentro do local de trabalho ou em suas imediações.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
26,60005,Consumo de bebidas alcoólicas e/ou drogas no horário de trabalho,"É terminantemente proibido o consumo, porte ou comercialização de bebidas alcoólicas, substâncias entorpecentes ou drogas ilícitas durante o horário de trabalho, nos intervalos ou nas dependências da empresa.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
27,60005,Furtos ou roubos,"É proibida a prática de furto, roubo, apropriação indébita ou desvio de qualquer bem, material, ferramenta, equipamento ou recurso pertencente à empresa, a colegas de trabalho ou a terceiros.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
28,60005,Divulgar informações confidenciais ou sensíveis da empresa,"É proibida a divulgação, compartilhamento ou vazamento de informações confidenciais, sigilosas, estratégicas ou sensíveis da empresa a terceiros, concorrentes ou qualquer pessoa não autorizada.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
29,60005,Utilizar equipamentos ou acessar áreas sem a devida autorização,"É proibido utilizar máquinas, equipamentos, veículos, ferramentas ou acessar áreas restritas sem a devida autorização e treinamento específico. O acesso não autorizado coloca em risco a segurança do colaborador e de terceiros.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
30,60005,Não fazer o uso dos EPIs,É obrigatório o uso correto e permanente de todos os Equipamentos de Proteção Individual (EPIs) fornecidos pela empresa durante toda a jornada de trabalho. A recusa ou negligência no uso dos EPIs constitui falta grave conforme NR-6.,seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
31,90001,Insubordinação com seu superior,"É terminantemente proibido qualquer ato de insubordinação, desrespeito ou desobediência às ordens legítimas de superiores hierárquicos. O colaborador deve manter postura profissional e respeitosa em todas as interações com a liderança.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
32,90001,Atos de assédio sexual e/ou moral,"São proibidos quaisquer atos de assédio sexual ou moral no ambiente de trabalho, incluindo comentários, gestos, toques indesejados, intimidação, humilhação ou qualquer conduta que constranja outro colaborador.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
33,90001,"Atos de intolerância racial, sexual e religioso","É proibida qualquer manifestação de intolerância, discriminação ou preconceito de natureza racial, sexual, religiosa, de gênero, orientação sexual, origem, idade, deficiência ou qualquer outra condição.",rh,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
34,90001,Agressões físicas ou verbais,"São proibidas quaisquer formas de agressão física ou verbal contra colegas de trabalho, superiores, subordinados, clientes, fornecedores ou qualquer pessoa no ambiente de trabalho ou em suas proximidades.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
35,90001,Motins ou tumultos nos arredores ou dentro do local de trabalho,"É proibida a participação, incitação ou organização de motins, tumultos, manifestações violentas ou qualquer forma de perturbação da ordem dentro do local de trabalho ou em suas imediações.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
36,90001,Consumo de bebidas alcoólicas e/ou drogas no horário de trabalho,"É terminantemente proibido o consumo, porte ou comercialização de bebidas alcoólicas, substâncias entorpecentes ou drogas ilícitas durante o horário de trabalho, nos intervalos ou nas dependências da empresa.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
37,90001,Furtos ou roubos,"É proibida a prática de furto, roubo, apropriação indébita ou desvio de qualquer bem, material, ferramenta, equipamento ou recurso pertencente à empresa, a colegas de trabalho ou a terceiros.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
38,90001,Divulgar informações confidenciais ou sensíveis da empresa,"É proibida a divulgação, compartilhamento ou vazamento de informações confidenciais, sigilosas, estratégicas ou sensíveis da empresa a terceiros, concorrentes ou qualquer pessoa não autorizada.",juridico,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
39,90001,Utilizar equipamentos ou acessar áreas sem a devida autorização,"É proibido utilizar máquinas, equipamentos, veículos, ferramentas ou acessar áreas restritas sem a devida autorização e treinamento específico. O acesso não autorizado coloca em risco a segurança do colaborador e de terceiros.",seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
40,90001,Não fazer o uso dos EPIs,É obrigatório o uso correto e permanente de todos os Equipamentos de Proteção Individual (EPIs) fornecidos pela empresa durante toda a jornada de trabalho. A recusa ou negligência no uso dos EPIs constitui falta grave conforme NR-6.,seguranca,critica,1,2026-02-22 11:54:31,2026-02-22 11:54:31,,,
